Height,DateTime (UTC),Txn,Uncles,Fee Recipient,Fee Recipient Nametag,Gas Limit,Difficulty,Reward,ReorgDepth
19772411,2024-05-01 02:50:59,105,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.00619 ETH,1
19772373,2024-05-01 02:42:59,37,0,0x839c94564562d2e923683108cd3a198589c36634,,"30,000,000",0.000 TH,0.00488 ETH,1
19770526,2024-04-30 20:31:23,329,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.02964 ETH,1
19770344,2024-04-30 19:54:47,312,0,0x72b4885b5dc0f98d10c745934bd3eaddecda9514,,"30,000,000",0.000 TH,0.00742 ETH,1
19770342,2024-04-30 19:54:11,74,0,0x51a1449b3b6d635eddec781cd47a99221712de97,Fee Recipient: 0x51...e97,"30,000,000",0.000 TH,0.01025 ETH,1
19770175,2024-04-30 19:20:23,59,0,0xa266078b4c7fe1fcd18c124e3c427a12ff8e4f80,,"30,000,000",0.000 TH,0.0102 ETH,1
19769801,2024-04-30 18:05:11,102,0,0x4675c7e5baafbffbca748158becba61ef3b0a263,MEV Builder: 0x467...263,"30,000,000",0.000 TH,0.01599 ETH,1
19769706,2024-04-30 17:45:59,138,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02895 ETH,1
19769120,2024-04-30 15:48:23,70,0,0x88c6c46ebf353a52bdbab708c23d0c81daa8134a,MEV Builder: 0x88c...34A,"30,000,000",0.000 TH,0.02594 ETH,1
19768925,2024-04-30 15:09:11,66,0,0x2c30ed8b049e97a4432b3a855052fa01b644af74,,"30,000,000",0.000 TH,0.00821 ETH,1
19768023,2024-04-30 12:07:47,149,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.06622 ETH,1
19767486,2024-04-30 10:19:11,188,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.04778 ETH,1
19767406,2024-04-30 10:02:59,112,0,0x7be95b9b7e97c6e5723162cffed1d30ceba485cf,,"30,000,000",0.000 TH,0.00794 ETH,1
19766914,2024-04-30 08:24:11,159,0,0x969291e37118e21e306dd7cbf662add1e2d02d8f,,"30,000,000",0.000 TH,0.01247 ETH,1
19766515,2024-04-30 07:04:11,178,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03015 ETH,1
19764552,2024-04-30 00:30:23,157,0,0x53e01daa4311da651795e70e1ac6cbadd5d456a2,,"30,000,000",0.000 TH,0.0076 ETH,1
19763323,2024-04-29 20:23:35,154,0,0x9ee597faddde9080cc819b734b33e18faf7cf5ad,,"30,000,000",0.000 TH,0.00984 ETH,1
19762322,2024-04-29 17:01:11,285,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.04528 ETH,1
19762227,2024-04-29 16:41:59,134,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.01339 ETH,1
19760228,2024-04-29 09:58:59,190,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.02742 ETH,1
19760071,2024-04-29 09:27:23,200,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.07038 ETH,1
19758510,2024-04-29 04:13:23,112,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.04113 ETH,1
19754899,2024-04-28 16:05:59,51,0,0x6f1bd56bb4bc87ae0249c04aaebfbb34156397bd,,"30,000,000",0.000 TH,0.00769 ETH,1
19754720,2024-04-28 15:29:59,154,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02002 ETH,1
19753900,2024-04-28 12:45:11,158,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02008 ETH,1
19753681,2024-04-28 12:00:59,97,0,0x4675c7e5baafbffbca748158becba61ef3b0a263,MEV Builder: 0x467...263,"30,000,000",0.000 TH,0.00406 ETH,1
19753458,2024-04-28 11:15:59,93,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00818 ETH,1
19752207,2024-04-28 07:04:23,236,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.06531 ETH,1
19751460,2024-04-28 04:34:11,200,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02452 ETH,1
19751409,2024-04-28 04:23:47,127,0,0xcd12f7f1747aaca69c61b7af23fb5d5691191562,,"30,000,000",0.000 TH,0.0068 ETH,1
19751090,2024-04-28 03:19:47,231,0,0xd39d5192ef6cebec606694094261ff14d2385e64,,"30,000,000",0.000 TH,0.01159 ETH,1
19750624,2024-04-28 01:45:35,280,0,0x801c3cf25d7c06204d7c24357f2b6a49b66f1003,Fee Recipient: 0x801...003,"30,000,000",0.000 TH,0.00524 ETH,1
19750342,2024-04-28 00:48:23,85,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.0125 ETH,1
19748883,2024-04-27 19:54:47,171,0,0x95e8403ed2dcb25dc07deaac6ebee12f62efbadd,Fee Recipient: 0x95...aDd,"30,000,000",0.000 TH,0.00912 ETH,1
19748690,2024-04-27 19:15:11,227,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01521 ETH,1
19747706,2024-04-27 15:57:35,169,0,0x7ffed71449d1b47a6a9cfd46e0c4606434b30c17,,"30,000,000",0.000 TH,0.01081 ETH,1
19745797,2024-04-27 09:32:47,110,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01774 ETH,1
19745581,2024-04-27 08:48:35,87,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.00942 ETH,1
19745487,2024-04-27 08:29:11,154,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.01524 ETH,1
19745111,2024-04-27 07:13:23,176,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01178 ETH,1
19742217,2024-04-26 21:31:23,124,0,0x6484aa0ee90053bac7088471c42f902309150c08,,"30,000,000",0.000 TH,0.00454 ETH,1
19742115,2024-04-26 21:10:47,175,0,0x4de563c215c86f13f658feb31a3328f46f7bb076,,"30,000,000",0.000 TH,0.00506 ETH,1
19741846,2024-04-26 20:16:47,252,0,0x34cb778ea0b3e386a16616ec643f06e900bdea26,Fee Recipient: 0x34...a26,"30,029,295",0.000 TH,0.00586 ETH,1
19741766,2024-04-26 20:00:23,259,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.03976 ETH,1
19741603,2024-04-26 19:27:35,152,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02448 ETH,1
19741075,2024-04-26 17:40:47,39,0,0x4c3d2d55713e625c6446752d5b111a879c099016,,"30,000,000",0.000 TH,0.00458 ETH,1
19739931,2024-04-26 13:49:35,161,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.13036 ETH,1
19739779,2024-04-26 13:18:35,102,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01011 ETH,1
19739567,2024-04-26 12:35:23,242,0,0xd4e96ef8eee8678dbff4d535e033ed1a4f7605b7, Rocket Pool Smoothing Pool,"30,000,000",0.000 TH,0.00888 ETH,1
19738889,2024-04-26 10:18:35,127,0,0x34cb778ea0b3e386a16616ec643f06e900bdea26,Fee Recipient: 0x34...a26,"30,029,295",0.000 TH,0.00624 ETH,1
19738782,2024-04-26 09:56:59,199,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01911 ETH,1
19738691,2024-04-26 09:38:35,156,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.03216 ETH,1
19738558,2024-04-26 09:11:47,149,0,0xd4e96ef8eee8678dbff4d535e033ed1a4f7605b7, Rocket Pool Smoothing Pool,"30,000,000",0.000 TH,0.02683 ETH,1
19738523,2024-04-26 09:04:35,223,0,0x9be9a6b54f50251093ccac0b493a3f124f59bc3e,Fee Recipient: 0x9BE...c3E,"30,000,000",0.000 TH,0.01004 ETH,1
19738450,2024-04-26 08:49:35,221,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.07834 ETH,1
19738375,2024-04-26 08:34:23,45,0,0xd8f4990274feec416ce9dcafbb34b6e41571a7c5,,"30,000,000",0.000 TH,0.01563 ETH,1
19738343,2024-04-26 08:27:47,150,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.10002 ETH,1
19738280,2024-04-26 08:14:59,149,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.0143 ETH,1
19738192,2024-04-26 07:57:11,168,0,0x5638cbdc72bd8554055883d309cfc70357190cf3,MEV Builder: 0x563...cf3,"30,000,000",0.000 TH,0.01192 ETH,1
19737940,2024-04-26 07:06:11,191,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.02718 ETH,1
19736603,2024-04-26 02:37:23,157,0,0x4675c7e5baafbffbca748158becba61ef3b0a263,MEV Builder: 0x467...263,"30,000,000",0.000 TH,0.00643 ETH,1
19735999,2024-04-26 00:35:47,228,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.04363 ETH,1
19734323,2024-04-25 18:58:47,285,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.11352 ETH,1
19732956,2024-04-25 14:23:47,205,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.04411 ETH,1
19732562,2024-04-25 13:04:35,132,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03908 ETH,1
19731793,2024-04-25 10:29:59,218,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.06069 ETH,1
19730960,2024-04-25 07:42:11,164,0,0x34cb778ea0b3e386a16616ec643f06e900bdea26,Fee Recipient: 0x34...a26,"30,029,295",0.000 TH,0.02869 ETH,1
19730914,2024-04-25 07:32:47,221,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01747 ETH,1
19729922,2024-04-25 04:13:11,235,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.04244 ETH,1
19729891,2024-04-25 04:06:47,172,0,0x7142ef89106a38968a40d2a255a303b02066ede5,,"30,000,000",0.000 TH,0.01638 ETH,1
19729771,2024-04-25 03:42:23,47,0,0xd4e96ef8eee8678dbff4d535e033ed1a4f7605b7, Rocket Pool Smoothing Pool,"30,000,000",0.000 TH,0.01168 ETH,1
19726332,2024-04-24 16:10:11,77,0,0x4675c7e5baafbffbca748158becba61ef3b0a263,MEV Builder: 0x467...263,"30,000,000",0.000 TH,0.01414 ETH,1
19725987,2024-04-24 15:00:59,200,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.14942 ETH,1
19725902,2024-04-24 14:43:23,161,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03437 ETH,1
19725139,2024-04-24 12:08:35,159,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.09666 ETH,1
19725126,2024-04-24 12:05:35,90,0,0xd4e96ef8eee8678dbff4d535e033ed1a4f7605b7, Rocket Pool Smoothing Pool,"30,000,000",0.000 TH,0.02384 ETH,1
19724782,2024-04-24 10:56:23,175,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.13205 ETH,1
19723925,2024-04-24 08:03:47,167,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.05128 ETH,1
19723355,2024-04-24 06:08:23,296,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.02307 ETH,1
19722149,2024-04-24 02:05:35,148,0,0x4675c7e5baafbffbca748158becba61ef3b0a263,MEV Builder: 0x467...263,"30,000,000",0.000 TH,0.01634 ETH,1
19722053,2024-04-24 01:45:59,208,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.07283 ETH,1
19721515,2024-04-23 23:57:23,54,0,0xcd615270ab3a7a3a262a4e49935d002278c76b78,,"30,000,000",0.000 TH,0.00747 ETH,1
19721452,2024-04-23 23:44:23,141,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.03899 ETH,1
19720440,2024-04-23 20:20:47,176,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01895 ETH,1
19719926,2024-04-23 18:37:11,190,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01985 ETH,1
19719193,2024-04-23 16:09:59,327,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.0516 ETH,1
19718856,2024-04-23 15:02:11,176,0,0x2e95a71630f18856a4b9ce8b3b1567c38525281f,Fee Recipient: 0x2e9...81F,"30,000,000",0.000 TH,0.01919 ETH,1
19718470,2024-04-23 13:44:11,72,0,0xbe74fa5c93662c6f64d773e201c2f49395c433c8,,"30,000,000",0.000 TH,0.01168 ETH,1
19718173,2024-04-23 12:44:11,200,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.0409 ETH,1
19717958,2024-04-23 12:00:35,229,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03105 ETH,1
19716720,2024-04-23 07:51:35,59,0,0x4073dbbf2b6518ff4a1083f2fbd1eacaa86bef3e,,"30,000,000",0.000 TH,0.00901 ETH,1
19713757,2024-04-22 21:55:47,172,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.02585 ETH,1
19713285,2024-04-22 20:20:47,168,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.32445 ETH,1
19713226,2024-04-22 20:08:47,42,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00715 ETH,1
19712559,2024-04-22 17:54:47,62,0,0xee5f5c53ce2159fc6dd4b0571e86a4a390d04846,,"30,000,000",0.000 TH,0.00982 ETH,1
19712023,2024-04-22 16:06:11,71,0,0xc0979af67786f30dea9335665592d6813b21b819,,"30,000,000",0.000 TH,0.00956 ETH,1
19711373,2024-04-22 13:55:35,254,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.0589 ETH,1
19711343,2024-04-22 13:49:23,172,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.03307 ETH,1
19710008,2024-04-22 09:21:23,27,0,0xee5f5c53ce2159fc6dd4b0571e86a4a390d04846,,"30,000,000",0.000 TH,0.00308 ETH,1
19709388,2024-04-22 07:16:47,126,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01703 ETH,1
19709051,2024-04-22 06:08:23,397,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.06405 ETH,1
19709043,2024-04-22 06:06:35,143,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.15563 ETH,1
19708894,2024-04-22 05:36:35,207,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.02824 ETH,1
19708497,2024-04-22 04:16:47,243,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.02027 ETH,1
19706603,2024-04-21 21:55:35,150,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.01192 ETH,1
19705583,2024-04-21 18:30:47,168,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02409 ETH,1
19704164,2024-04-21 13:45:59,172,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.08409 ETH,1
19704086,2024-04-21 13:30:11,304,0,0xdae56d85ff707b3d19427f23d8b03b7b76da1006,,"30,000,000",0.000 TH,0.0273 ETH,1
19703789,2024-04-21 12:30:35,108,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.04996 ETH,1
19703516,2024-04-21 11:35:35,231,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.02636 ETH,1
19703451,2024-04-21 11:22:11,225,0,0xf15689636571dba322b48e9ec9ba6cfb3df818e1,,"30,000,000",0.000 TH,0.01391 ETH,1
19701757,2024-04-21 05:41:11,154,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01635 ETH,1
19701301,2024-04-21 04:09:23,138,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.00922 ETH,1
19701251,2024-04-21 03:58:59,167,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01236 ETH,1
19701132,2024-04-21 03:34:59,136,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01559 ETH,1
19697965,2024-04-20 16:58:23,147,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.02534 ETH,1
19695785,2024-04-20 09:38:47,146,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.06502 ETH,1
19695308,2024-04-20 08:02:47,113,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.0614 ETH,1
19695180,2024-04-20 07:36:35,125,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.09677 ETH,1
19694953,2024-04-20 06:50:59,56,0,0x1de458031bfbe5689ded5a8b9ed57e1e79eab2a4,Stader Labs:  Permissionless Socializing Pool,"30,000,000",0.000 TH,0.0085 ETH,1
19693692,2024-04-20 02:37:11,146,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.00908 ETH,1
19693562,2024-04-20 02:10:47,178,0,0xf15689636571dba322b48e9ec9ba6cfb3df818e1,,"30,000,000",0.000 TH,0.00673 ETH,1
19693120,2024-04-20 00:42:11,351,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.01705 ETH,1
19692995,2024-04-20 00:16:23,137,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.04526 ETH,1
19692379,2024-04-19 22:12:23,158,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01453 ETH,1
19691661,2024-04-19 19:47:47,112,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01468 ETH,1
19691137,2024-04-19 18:02:11,181,0,0x3d58f2f8afa3a434d91702167b3ef05a138d8c56,,"30,000,000",0.000 TH,0.01046 ETH,1
19690979,2024-04-19 17:30:11,313,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.03253 ETH,1
19690155,2024-04-19 14:43:59,156,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02137 ETH,1
19689605,2024-04-19 12:52:47,39,0,0xa4e19aac136f76214b01e9ae4076fb05367726be,Fee Recipient: 0xA4...6BE,"30,000,000",0.000 TH,0.03435 ETH,1
19689569,2024-04-19 12:45:23,186,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.01321 ETH,1
19689408,2024-04-19 12:12:47,143,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01403 ETH,1
19688712,2024-04-19 09:52:35,140,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01221 ETH,1
19688204,2024-04-19 08:10:11,145,0,0x9be9a6b54f50251093ccac0b493a3f124f59bc3e,Fee Recipient: 0x9BE...c3E,"30,000,000",0.000 TH,0.0117 ETH,1
19687975,2024-04-19 07:23:47,73,0,0xfdbd0bab517260cc4a743ad4b80ac05a1fde9bd0,,"30,000,000",0.000 TH,0.00703 ETH,1
19687762,2024-04-19 06:40:23,112,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.0341 ETH,1
19687177,2024-04-19 04:42:23,100,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.01498 ETH,1
19687080,2024-04-19 04:22:35,146,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.02607 ETH,1
19686926,2024-04-19 03:51:23,129,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.08464 ETH,1
19686624,2024-04-19 02:50:35,86,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.07128 ETH,1
19686114,2024-04-19 01:07:59,78,0,0x1f1522b9621975321c3578bd40db5f07a122fc0d,,"30,000,000",0.000 TH,0.00698 ETH,1
19685672,2024-04-18 23:38:47,50,0,0xfdbd0bab517260cc4a743ad4b80ac05a1fde9bd0,,"30,000,000",0.000 TH,0.00568 ETH,1
19685594,2024-04-18 23:22:59,116,0,0x4b5fc9ef9733109e9bc32475f886816fc5012ff3,,"30,000,000",0.000 TH,0.00426 ETH,1
19685040,2024-04-18 21:31:47,139,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.06175 ETH,1
19684581,2024-04-18 19:59:35,266,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.02951 ETH,1
19684523,2024-04-18 19:47:47,333,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.01088 ETH,1
19682169,2024-04-18 11:53:23,46,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00941 ETH,1
19681890,2024-04-18 10:57:23,48,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00555 ETH,1
19681849,2024-04-18 10:48:59,42,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00866 ETH,1
19681821,2024-04-18 10:43:11,76,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.01577 ETH,1
19681718,2024-04-18 10:22:23,103,0,0x95e88665e844d38c7bb7787a85a9fbb5c2038f7d,,"30,000,000",0.000 TH,0.00638 ETH,1
19681709,2024-04-18 10:20:23,73,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.0154 ETH,1
19681190,2024-04-18 08:35:47,473,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.03539 ETH,1
19679424,2024-04-18 02:41:23,41,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00419 ETH,1
19679169,2024-04-18 01:49:35,27,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00488 ETH,1
19679145,2024-04-18 01:44:35,46,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00476 ETH,1
19678023,2024-04-17 21:58:23,30,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00468 ETH,1
19677787,2024-04-17 21:10:59,184,0,0x4675c7e5baafbffbca748158becba61ef3b0a263,MEV Builder: 0x467...263,"30,000,000",0.000 TH,0.01374 ETH,1
19677707,2024-04-17 20:53:59,181,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.0367 ETH,1
19677673,2024-04-17 20:46:59,42,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00486 ETH,1
19677312,2024-04-17 19:34:23,38,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.0042 ETH,1
19676869,2024-04-17 18:05:23,107,0,0x4675c7e5baafbffbca748158becba61ef3b0a263,MEV Builder: 0x467...263,"30,000,000",0.000 TH,0.00909 ETH,1
19676840,2024-04-17 17:59:23,79,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.0082 ETH,1
19676670,2024-04-17 17:24:59,48,0,0x158422f34339df77b3c99e1c69512f5590275426,,"30,000,000",0.000 TH,0.01075 ETH,1
19674733,2024-04-17 10:55:35,280,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.0242 ETH,1
19673879,2024-04-17 08:04:11,45,0,0x2e69604f0b2e543c4479769dce4e9f5181e38ffd,,"30,000,000",0.000 TH,0.00688 ETH,1
19673437,2024-04-17 06:34:47,47,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00558 ETH,1
